timestamp,PPG-IR,PPG-G,PPG-R,HR,Accel-Z,Accel-X,Accel-Y
2026-04-18T09:58:07.615Z,39190.0,2064.0,1946.0,0.0,-2.3521,0.5288,9.5809
2026-04-18T09:58:07.615Z,39211.0,2064.0,1953.0,0.0,-2.3521,0.5288,9.5809
2026-04-18T09:58:07.616Z,39230.0,2064.0,1953.0,0.0,-2.3486,0.524,9.5821
2026-04-18T09:58:07.678Z,39249.0,2064.0,1969.0,0.0,-2.3486,0.524,9.5821
2026-04-18T09:58:07.678Z,39269.0,2064.0,1969.0,0.0,-2.3486,0.524,9.5821
2026-04-18T09:58:07.679Z,39289.0,2064.0,1990.0,0.0,-2.3486,0.524,9.5821
2026-04-18T09:58:07.742Z,39309.0,2064.0,1990.0,0.0,-2.3486,0.524,9.5821
2026-04-18T09:58:07.744Z,39329.0,2064.0,2012.0,0.0,-2.3486,0.524,9.5821
2026-04-18T09:58:07.744Z,39349.0,2064.0,2012.0,0.0,-2.3486,0.524,9.5821
2026-04-18T09:58:07.807Z,39369.0,2064.0,2014.0,0.0,-2.3486,0.524,9.5821
2026-04-18T09:58:07.807Z,39389.0,2064.0,2014.0,0.0,-2.3486,0.524,9.5821
2026-04-18T09:58:07.808Z,39409.0,2064.0,2005.0,0.0,-2.3486,0.524,9.5821
2026-04-18T09:58:07.912Z,39430.0,2064.0,2005.0,0.0,-2.3486,0.524,9.5821
2026-04-18T09:58:07.935Z,39449.0,2064.0,1992.0,0.0,-2.3486,0.524,9.5821
2026-04-18T09:58:07.935Z,39469.0,2064.0,1992.0,0.0,-2.3486,0.524,9.5821
2026-04-18T09:58:07.936Z,39489.0,2064.0,1971.0,0.0,-2.3486,0.524,9.5821
2026-04-18T09:58:07.936Z,39509.0,2064.0,1971.0,0.0,-2.3617,0.5204,9.5809
2026-04-18T09:58:07.938Z,39529.0,2064.0,1951.0,0.0,-2.3509,0.5228,9.5797
2026-04-18T09:58:07.979Z,39549.0,2064.0,1951.0,0.0,-2.3509,0.5228,9.5797
2026-04-18T09:58:07.979Z,39569.0,2064.0,1954.0,0.0,-2.3462,0.5216,9.5868
2026-04-18T09:58:07.980Z,39589.0,2064.0,1954.0,0.0,-2.3521,0.5252,9.5856
2026-04-18T09:58:08.043Z,39609.0,2064.0,1969.0,0.0,-2.3521,0.5252,9.5856
2026-04-18T09:58:08.043Z,39629.0,2064.0,1969.0,0.0,-2.3545,0.524,9.5856
2026-04-18T09:58:08.044Z,39649.0,2064.0,1980.0,0.0,-2.3545,0.524,9.5856
2026-04-18T09:58:08.107Z,39669.0,2064.0,1980.0,0.0,-2.3366,0.5204,9.5845
2026-04-18T09:58:08.107Z,39689.0,2064.0,1982.0,0.0,-2.3533,0.5288,9.5833
2026-04-18T09:58:08.107Z,39709.0,2064.0,1982.0,0.0,-2.3533,0.5288,9.5833
2026-04-18T09:58:08.169Z,39729.0,2064.0,1972.0,0.0,-2.3533,0.5288,9.5833
2026-04-18T09:58:08.231Z,39749.0,2064.0,1972.0,0.0,-2.3593,0.5348,9.5809
2026-04-18T09:58:08.231Z,39769.0,2064.0,1963.0,0.0,-2.3593,0.5348,9.5809
2026-04-18T09:58:08.231Z,39789.0,2064.0,1963.0,0.0,-2.3545,0.5228,9.588
2026-04-18T09:58:08.231Z,39809.0,2064.0,1966.0,0.0,-2.333,0.5145,9.5892
2026-04-18T09:58:08.232Z,39829.0,2064.0,1966.0,0.0,-2.333,0.5145,9.5892
2026-04-18T09:58:08.294Z,39849.0,2064.0,1968.0,0.0,-2.3498,0.524,9.588
2026-04-18T09:58:08.295Z,39869.0,2064.0,1968.0,0.0,-2.3498,0.524,9.588
2026-04-18T09:58:08.295Z,39889.0,2064.0,1976.0,0.0,-2.3581,0.5336,9.5809
2026-04-18T09:58:08.336Z,39909.0,2064.0,1976.0,0.0,-2.3581,0.5336,9.5809
2026-04-18T09:58:08.336Z,39930.0,2064.0,1978.0,0.0,-2.3593,0.5312,9.5868
2026-04-18T09:58:08.336Z,39952.0,2064.0,1978.0,0.0,-2.3402,0.518,9.5892
2026-04-18T09:58:08.398Z,39971.0,2064.0,1987.0,0.0,-2.3402,0.518,9.5892
2026-04-18T09:58:08.398Z,39991.0,2064.0,1987.0,0.0,-2.3569,0.5216,9.5845
2026-04-18T09:58:08.398Z,40011.0,2064.0,2003.0,0.0,-2.3569,0.5216,9.5845
2026-04-18T09:58:08.461Z,40032.0,2064.0,2003.0,0.0,-2.3593,0.5324,9.5833
2026-04-18T09:58:08.461Z,40052.0,2064.0,2020.0,0.0,-2.3438,0.5252,9.588
2026-04-18T09:58:08.461Z,40071.0,2064.0,2020.0,0.0,-2.3438,0.5252,9.588
2026-04-18T09:58:08.523Z,40091.0,2064.0,2042.0,0.0,-2.3354,0.5204,9.5904
2026-04-18T09:58:08.523Z,40111.0,2064.0,2042.0,0.0,-2.3354,0.5204,9.5904
2026-04-18T09:58:08.523Z,40132.0,2064.0,2048.0,0.0,-2.3486,0.5216,9.5892
2026-04-18T09:58:08.585Z,40152.0,2064.0,2048.0,0.0,-2.3486,0.5216,9.5892
2026-04-18T09:58:08.585Z,40171.0,2064.0,2039.0,0.0,-2.3617,0.5348,9.5833
2026-04-18T09:58:08.586Z,40191.0,2064.0,2039.0,0.0,-2.3593,0.5252,9.5892
2026-04-18T09:58:08.648Z,40211.0,2064.0,2031.0,0.0,-2.3593,0.5252,9.5892
2026-04-18T09:58:08.648Z,40231.0,2064.0,2031.0,0.0,-2.3486,0.5168,9.5856
2026-04-18T09:58:08.649Z,40249.0,2064.0,2024.0,0.0,-2.3486,0.5168,9.5856
2026-04-18T09:58:08.711Z,40269.0,2064.0,2024.0,0.0,-2.3486,0.5168,9.5856
2026-04-18T09:58:08.711Z,40290.0,2064.0,2023.0,0.0,-2.3486,0.5168,9.5856
2026-04-18T09:58:08.711Z,40309.0,2064.0,2023.0,0.0,-2.3486,0.5168,9.5856
2026-04-18T09:58:08.753Z,40329.0,2064.0,2023.0,0.0,-2.3486,0.5168,9.5856
2026-04-18T09:58:08.814Z,40349.0,2064.0,2023.0,0.0,-2.3486,0.5168,9.5856
2026-04-18T09:58:08.814Z,40369.0,2064.0,2014.0,0.0,-2.3486,0.5168,9.5856
2026-04-18T09:58:08.815Z,40389.0,2064.0,2014.0,0.0,-2.3486,0.5168,9.5856
2026-04-18T09:58:08.815Z,40409.0,2064.0,2011.0,0.0,-2.3486,0.5168,9.5856
2026-04-18T09:58:08.815Z,40429.0,2064.0,2011.0,0.0,-2.3486,0.5168,9.5856
2026-04-18T09:58:08.937Z,40449.0,2064.0,2023.0,0.0,-2.3486,0.5168,9.5856
2026-04-18T09:58:08.939Z,40469.0,2064.0,2023.0,0.0,-2.3486,0.5168,9.5856
2026-04-18T09:58:08.939Z,40489.0,2064.0,2029.0,0.0,-2.3486,0.5168,9.5856
2026-04-18T09:58:08.939Z,40509.0,2064.0,2029.0,0.0,-2.3486,0.5121,9.5821
2026-04-18T09:58:08.939Z,40529.0,2064.0,2016.0,0.0,-2.3617,0.5312,9.5821
2026-04-18T09:58:09.002Z,40549.0,2064.0,2016.0,0.0,-2.3617,0.5312,9.5821
2026-04-18T09:58:09.002Z,40569.0,2064.0,2011.0,0.0,-2.3593,0.5348,9.5821
2026-04-18T09:58:09.002Z,40589.0,2064.0,2011.0,0.0,-2.3366,0.5192,9.5892
2026-04-18T09:58:09.004Z,40609.0,2064.0,2021.0,0.0,-2.3366,0.5192,9.5892
2026-04-18T09:58:09.065Z,40629.0,2064.0,2021.0,0.0,-2.3509,0.5157,9.5821
2026-04-18T09:58:09.069Z,40649.0,2064.0,2032.0,0.0,-2.3509,0.5157,9.5821
2026-04-18T09:58:09.071Z,40669.0,2064.0,2032.0,0.0,-2.3545,0.5324,9.5845
2026-04-18T09:58:09.113Z,40689.0,2064.0,2042.0,0.0,-2.3545,0.5324,9.5845
2026-04-18T09:58:09.113Z,40710.0,2064.0,2042.0,0.0,-2.3474,0.5348,9.5845
2026-04-18T09:58:09.113Z,40729.0,2064.0,2054.0,0.0,-2.3474,0.5348,9.5845
2026-04-18T09:58:09.179Z,40749.0,2064.0,2054.0,0.0,-2.3474,0.5157,9.5868
2026-04-18T09:58:09.181Z,40769.0,2064.0,2086.0,0.0,-2.3474,0.5157,9.5868
2026-04-18T09:58:09.182Z,40789.0,2064.0,2086.0,0.0,-2.3557,0.5228,9.5868
2026-04-18T09:58:09.244Z,40810.0,2064.0,2125.0,0.0,-2.3521,0.5372,9.5856
2026-04-18T09:58:09.246Z,40830.0,2064.0,2125.0,0.0,-2.3521,0.5372,9.5856
2026-04-18T09:58:09.246Z,40851.0,2064.0,2148.0,0.0,-2.3438,0.5252,9.5928
2026-04-18T09:58:09.309Z,40871.0,2064.0,2148.0,0.0,-2.3438,0.5252,9.5928
2026-04-18T09:58:09.309Z,40892.0,2064.0,2143.0,0.0,-2.3402,0.5097,9.5821
2026-04-18T09:58:09.310Z,40912.0,2064.0,2143.0,0.0,-2.3402,0.5097,9.5821
2026-04-18T09:58:09.352Z,40932.0,2064.0,2131.0,0.0,-2.3498,0.5204,9.5856
2026-04-18T09:58:09.373Z,40953.0,2064.0,2131.0,0.0,-2.3581,0.5408,9.5868
2026-04-18T09:58:09.373Z,40973.0,2064.0,2124.0,0.0,-2.3581,0.5408,9.5868
2026-04-18T09:58:09.418Z,40992.0,2064.0,2124.0,0.0,-2.3498,0.53,9.5785
2026-04-18T09:58:09.418Z,41012.0,2064.0,2107.0,0.0,-2.3498,0.53,9.5785
2026-04-18T09:58:09.418Z,41032.0,2064.0,2107.0,0.0,-2.3462,0.5168,9.5845
2026-04-18T09:58:09.481Z,41049.0,2064.0,2102.0,0.0,-2.3545,0.5264,9.5845
2026-04-18T09:58:09.481Z,41069.0,2064.0,2102.0,0.0,-2.3545,0.5264,9.5845
2026-04-18T09:58:09.484Z,41089.0,2064.0,2112.0,0.0,-2.3486,0.5264,9.5821
2026-04-18T09:58:09.546Z,41109.0,2064.0,2112.0,0.0,-2.3486,0.5264,9.5821
2026-04-18T09:58:09.546Z,41129.0,2064.0,2111.0,0.0,-2.339,0.5216,9.5892
2026-04-18T09:58:09.547Z,41149.0,2064.0,2111.0,0.0,-2.3533,0.5216,9.5821
2026-04-18T09:58:09.671Z,41169.0,2064.0,2093.0,0.0,-2.3533,0.5216,9.5821
2026-04-18T09:58:09.714Z,41189.0,2064.0,2093.0,0.0,-2.3653,0.5336,9.5809
2026-04-18T09:58:09.714Z,41209.0,2064.0,2078.0,0.0,-2.3653,0.5336,9.5809
2026-04-18T09:58:09.714Z,41229.0,2064.0,2078.0,0.0,-2.3498,0.5324,9.5809
2026-04-18T09:58:09.714Z,41249.0,2064.0,2070.0,0.0,-2.3426,0.5157,9.5821
2026-04-18T09:58:09.714Z,41269.0,2064.0,2070.0,0.0,-2.3426,0.5157,9.5821
2026-04-18T09:58:09.777Z,41289.0,2064.0,2070.0,0.0,-2.3426,0.5157,9.5821
2026-04-18T09:58:09.779Z,41309.0,2064.0,2070.0,0.0,-2.3426,0.5157,9.5821
2026-04-18T09:58:09.786Z,41329.0,2064.0,2075.0,0.0,-2.3426,0.5157,9.5821
2026-04-18T09:58:09.786Z,41349.0,2064.0,2075.0,0.0,-2.3426,0.5157,9.5821
2026-04-18T09:58:09.786Z,41369.0,2064.0,2071.0,0.0,-2.3426,0.5157,9.5821
2026-04-18T09:58:09.848Z,41389.0,2064.0,2071.0,0.0,-2.3426,0.5157,9.5821
2026-04-18T09:58:09.851Z,41409.0,2064.0,2056.0,0.0,-2.3426,0.5157,9.5821
2026-04-18T09:58:09.851Z,41429.0,2064.0,2056.0,0.0,-2.3426,0.5157,9.5821
2026-04-18T09:58:09.851Z,41449.0,2064.0,2049.0,0.0,-2.3426,0.5157,9.5821
2026-04-18T09:58:09.915Z,41469.0,2064.0,2049.0,0.0,-2.3426,0.5157,9.5821
2026-04-18T09:58:09.956Z,41489.0,2064.0,2051.0,0.0,-2.3426,0.5157,9.5821
2026-04-18T09:58:10.002Z,41509.0,2064.0,2051.0,0.0,-2.3438,0.5192,9.5797
2026-04-18T09:58:10.002Z,41529.0,2064.0,2056.0,0.0,-2.3593,0.518,9.5809
2026-04-18T09:58:10.003Z,41549.0,2064.0,2056.0,0.0,-2.3593,0.518,9.5809
2026-04-18T09:58:10.003Z,41569.0,2064.0,2071.0,0.0,-2.3462,0.5276,9.5809
2026-04-18T09:58:10.027Z,41589.0,2064.0,2071.0,0.0,-2.3474,0.524,9.5856
2026-04-18T09:58:10.028Z,41609.0,2064.0,2079.0,0.0,-2.3474,0.524,9.5856
2026-04-18T09:58:10.028Z,41629.0,2064.0,2079.0,0.0,-2.3462,0.5204,9.5868
2026-04-18T09:58:10.093Z,41649.0,2064.0,2083.0,0.0,-2.3462,0.5204,9.5868
2026-04-18T09:58:10.093Z,41670.0,2064.0,2083.0,0.0,-2.3462,0.5204,9.5868
2026-04-18T09:58:10.094Z,41689.0,2064.0,2083.0,0.0,-2.3545,0.5204,9.5833
2026-04-18T09:58:10.135Z,41709.0,2064.0,2083.0,0.0,-2.3569,0.536,9.5785
2026-04-18T09:58:10.135Z,41729.0,2064.0,2080.0,0.0,-2.3569,0.536,9.5785
2026-04-18T09:58:10.136Z,41749.0,2064.0,2080.0,0.0,-2.3617,0.5372,9.5809
2026-04-18T09:58:10.198Z,41770.0,2064.0,2092.0,0.0,-2.3617,0.5372,9.5809
2026-04-18T09:58:10.260Z,41790.0,2064.0,2092.0,0.0,-2.3378,0.5097,9.5845
2026-04-18T09:58:10.260Z,41810.0,2064.0,2106.0,0.0,-2.339,0.5121,9.5797
2026-04-18T09:58:10.260Z,41832.0,2064.0,2106.0,0.0,-2.339,0.5121,9.5797
2026-04-18T09:58:10.260Z,41851.0,2064.0,2124.0,0.0,-2.3509,0.5264,9.5833
2026-04-18T09:58:10.260Z,41871.0,2064.0,2124.0,0.0,-2.3509,0.5264,9.5833
2026-04-18T09:58:10.323Z,41891.0,2064.0,2136.0,0.0,-2.3486,0.524,9.5833
2026-04-18T09:58:10.324Z,41911.0,2064.0,2136.0,0.0,-2.3486,0.524,9.5833
2026-04-18T09:58:10.324Z,41932.0,2064.0,2129.0,0.0,-2.339,0.5133,9.5845
2026-04-18T09:58:10.386Z,41949.0,2064.0,2129.0,0.0,-2.3593,0.5288,9.5833
2026-04-18T09:58:10.386Z,41969.0,2064.0,2122.0,0.0,-2.3593,0.5288,9.5833
2026-04-18T09:58:10.386Z,41989.0,2064.0,2122.0,0.0,-2.3557,0.5288,9.5809
2026-04-18T09:58:10.452Z,42009.0,2064.0,2110.0,0.0,-2.3557,0.5288,9.5809
2026-04-18T09:58:10.454Z,42029.0,2064.0,2110.0,0.0,-2.3354,0.5204,9.588
2026-04-18T09:58:10.456Z,42049.0,2064.0,2090.0,0.0,-2.3462,0.5228,9.5856
2026-04-18T09:58:10.497Z,42069.0,2064.0,2090.0,0.0,-2.3462,0.5228,9.5856
2026-04-18T09:58:10.498Z,42089.0,2064.0,2052.0,0.0,-2.3641,0.5264,9.5821
2026-04-18T09:58:10.499Z,42109.0,2064.0,2052.0,0.0,-2.3641,0.5264,9.5821
2026-04-18T09:58:10.561Z,42129.0,2064.0,2019.0,0.0,-2.3569,0.5324,9.5833
2026-04-18T09:58:10.561Z,42149.0,2064.0,2019.0,0.0,-2.345,0.5228,9.5892
2026-04-18T09:58:10.563Z,42169.0,2064.0,2005.0,0.0,-2.345,0.5228,9.5892
2026-04-18T09:58:10.687Z,42189.0,2064.0,2005.0,0.0,-2.3593,0.5192,9.5785
2026-04-18T09:58:10.688Z,42209.0,2064.0,2007.0,0.0,-2.3593,0.5192,9.5785
2026-04-18T09:58:10.688Z,42229.0,2064.0,2007.0,0.0,-2.3486,0.5264,9.588
2026-04-18T09:58:10.689Z,42249.0,2064.0,2019.0,0.0,-2.3486,0.5336,9.5856
2026-04-18T09:58:10.689Z,42269.0,2064.0,2019.0,0.0,-2.3486,0.5336,9.5856
2026-04-18T09:58:10.751Z,42290.0,2064.0,2046.0,0.0,-2.3486,0.5336,9.5856
2026-04-18T09:58:10.751Z,42309.0,2064.0,2046.0,0.0,-2.3486,0.5336,9.5856
2026-04-18T09:58:10.752Z,42329.0,2064.0,2094.0,0.0,-2.3486,0.5336,9.5856
2026-04-18T09:58:10.752Z,42349.0,2064.0,2094.0,0.0,-2.3486,0.5336,9.5856
2026-04-18T09:58:10.794Z,42369.0,2064.0,2134.0,0.0,-2.3486,0.5336,9.5856
2026-04-18T09:58:10.795Z,42389.0,2064.0,2134.0,0.0,-2.3486,0.5336,9.5856
2026-04-18T09:58:10.796Z,42409.0,2064.0,2163.0,0.0,-2.3486,0.5336,9.5856
2026-04-18T09:58:10.858Z,42429.0,2064.0,2163.0,0.0,-2.3486,0.5336,9.5856
2026-04-18T09:58:10.859Z,42449.0,2064.0,2169.0,0.0,-2.3486,0.5336,9.5856
2026-04-18T09:58:10.859Z,42469.0,2064.0,2169.0,0.0,-2.3486,0.5336,9.5856
2026-04-18T09:58:10.922Z,42489.0,2064.0,2170.0,0.0,-2.3486,0.5336,9.5856
2026-04-18T09:58:10.922Z,42509.0,2064.0,2170.0,0.0,-2.3474,0.524,9.5833
2026-04-18T09:58:10.923Z,42529.0,2064.0,2181.0,0.0,-2.3486,0.524,9.5809
2026-04-18T09:58:10.985Z,42549.0,2064.0,2181.0,0.0,-2.3486,0.524,9.5809
2026-04-18T09:58:10.985Z,42569.0,2064.0,2198.0,0.0,-2.3486,0.5264,9.5833
2026-04-18T09:58:10.986Z,42589.0,2064.0,2198.0,0.0,-2.3426,0.5252,9.594
2026-04-18T09:58:11.048Z,42609.0,2064.0,2200.0,0.0,-2.3426,0.5252,9.594
2026-04-18T09:58:11.048Z,42629.0,2064.0,2200.0,0.0,-2.3474,0.5252,9.5868
2026-04-18T09:58:11.049Z,42649.0,2064.0,2194.0,0.0,-2.3474,0.5252,9.5868
2026-04-18T09:58:11.111Z,42669.0,2064.0,2194.0,0.0,-2.3569,0.5276,9.5821
2026-04-18T09:58:11.111Z,42689.0,2064.0,2178.0,0.0,-2.3569,0.5276,9.5821
2026-04-18T09:58:11.112Z,42709.0,2064.0,2178.0,0.0,-2.3557,0.5276,9.5809
2026-04-18T09:58:11.154Z,42729.0,2064.0,2162.0,0.0,-2.3474,0.5276,9.5809
2026-04-18T09:58:11.154Z,42750.0,2064.0,2162.0,0.0,-2.3474,0.5276,9.5809
2026-04-18T09:58:11.155Z,42770.0,2064.0,2147.0,0.0,-2.3474,0.5276,9.5809
2026-04-18T09:58:11.217Z,42790.0,2064.0,2147.0,0.0,-2.3438,0.524,9.5856
2026-04-18T09:58:11.217Z,42810.0,2064.0,2137.0,0.0,-2.3438,0.524,9.5856
2026-04-18T09:58:11.218Z,42830.0,2064.0,2137.0,0.0,-2.3521,0.5276,9.5833
2026-04-18T09:58:11.279Z,42852.0,2064.0,2132.0,0.0,-2.3521,0.53,9.5845
2026-04-18T09:58:11.279Z,42871.0,2064.0,2132.0,0.0,-2.3521,0.53,9.5845
2026-04-18T09:58:11.279Z,42891.0,2064.0,2126.0,0.0,-2.3509,0.5228,9.5868
2026-04-18T09:58:11.403Z,42911.0,2064.0,2126.0,0.0,-2.3509,0.5228,9.5868
2026-04-18T09:58:11.406Z,42931.0,2064.0,2116.0,0.0,-2.3474,0.524,9.5833
2026-04-18T09:58:11.406Z,42953.0,2064.0,2116.0,0.0,-2.3677,0.5372,9.5821
2026-04-18T09:58:11.407Z,42972.0,2064.0,2114.0,0.0,-2.3677,0.5372,9.5821
2026-04-18T09:58:11.408Z,42992.0,2064.0,2114.0,0.0,-2.3533,0.5312,9.5809
2026-04-18T09:58:11.469Z,43012.0,2064.0,2124.0,0.0,-2.3533,0.5312,9.5809
2026-04-18T09:58:11.470Z,43032.0,2064.0,2124.0,0.0,-2.3462,0.5157,9.5833
2026-04-18T09:58:11.470Z,43052.0,2064.0,2153.0,0.0,-2.3462,0.5157,9.5833
2026-04-18T09:58:11.471Z,43072.0,2064.0,2153.0,0.0,-2.3498,0.5192,9.5868
2026-04-18T09:58:11.535Z,43092.0,2064.0,2189.0,0.0,-2.3438,0.524,9.5916
2026-04-18T09:58:11.535Z,43112.0,2064.0,2189.0,0.0,-2.3438,0.524,9.5916
2026-04-18T09:58:11.536Z,43129.0,2064.0,2204.0,0.0,-2.339,0.5252,9.5868
2026-04-18T09:58:11.577Z,43149.0,2064.0,2204.0,0.0,-2.339,0.5252,9.5868
2026-04-18T09:58:11.577Z,43169.0,2064.0,2198.0,0.0,-2.3509,0.5264,9.5821
2026-04-18T09:58:11.577Z,43189.0,2064.0,2198.0,0.0,-2.3665,0.5276,9.5761
2026-04-18T09:58:11.639Z,43209.0,2064.0,2193.0,0.0,-2.3665,0.5276,9.5761
2026-04-18T09:58:11.639Z,43229.0,2064.0,2193.0,0.0,-2.3438,0.524,9.5833
2026-04-18T09:58:11.639Z,43249.0,2064.0,2197.0,0.0,-2.3438,0.524,9.5833
2026-04-18T09:58:11.702Z,43269.0,2064.0,2197.0,0.0,-2.3438,0.524,9.5833
2026-04-18T09:58:11.763Z,43289.0,2064.0,2204.0,0.0,-2.3438,0.524,9.5833
2026-04-18T09:58:11.763Z,43309.0,2064.0,2204.0,0.0,-2.3438,0.524,9.5833
2026-04-18T09:58:11.764Z,43329.0,2064.0,2203.0,0.0,-2.3438,0.524,9.5833
2026-04-18T09:58:11.764Z,43349.0,2064.0,2203.0,0.0,-2.3438,0.524,9.5833
2026-04-18T09:58:11.765Z,43369.0,2064.0,2180.0,0.0,-2.3438,0.524,9.5833
2026-04-18T09:58:11.827Z,43389.0,2064.0,2180.0,0.0,-2.3438,0.524,9.5833
2026-04-18T09:58:11.827Z,43409.0,2064.0,2150.0,0.0,-2.3438,0.524,9.5833
2026-04-18T09:58:11.827Z,43429.0,2064.0,2150.0,0.0,-2.3438,0.524,9.5833
2026-04-18T09:58:11.893Z,43449.0,2064.0,2128.0,0.0,-2.3438,0.524,9.5833
2026-04-18T09:58:11.893Z,43469.0,2064.0,2128.0,0.0,-2.3438,0.524,9.5833
2026-04-18T09:58:11.894Z,43489.0,2064.0,2110.0,0.0,-2.3438,0.524,9.5833
2026-04-18T09:58:11.936Z,43509.0,2064.0,2110.0,0.0,-2.345,0.5288,9.5856
2026-04-18T09:58:11.936Z,43529.0,2064.0,2096.0,0.0,-2.3521,0.518,9.5809
2026-04-18T09:58:11.936Z,43549.0,2064.0,2096.0,0.0,-2.3521,0.518,9.5809
2026-04-18T09:58:11.998Z,43569.0,2064.0,2095.0,0.0,-2.3474,0.5192,9.5833
2026-04-18T09:58:11.998Z,43589.0,2064.0,2095.0,0.0,-2.3509,0.5324,9.5809
